Date,Location,MinTemp,MaxTemp,RainToday,RainTomorrow
2012-08-01,NorahHead,7.7,14.2,No,No
2012-08-02,NorahHead,8.0,15.4,No,No
2012-08-03,NorahHead,7.2,16.9,No,No
2012-08-04,NorahHead,8.6,19.3,No,No
2012-08-05,NorahHead,9.8,21.5,No,No
2012-08-06,NorahHead,10.9,19.4,No,No
2012-08-07,NorahHead,6.1,16.0,No,No
2012-08-08,NorahHead,7.0,20.5,No,No
2012-08-09,NorahHead,12.4,19.4,No,No
2012-08-10,NorahHead,7.7,14.8,No,Yes
2012-08-11,NorahHead,8.2,14.9,Yes,Yes
2012-08-12,NorahHead,10.0,14.8,Yes,Yes
2012-08-13,NorahHead,10.1,16.3,Yes,No
2012-08-14,NorahHead,8.7,17.8,No,No
2012-08-15,NorahHead,11.4,22.9,No,No
2012-08-16,NorahHead,10.8,17.7,No,No
2012-08-17,NorahHead,9.8,21.3,No,No
2012-08-18,NorahHead,9.7,17.3,No,No
2012-08-19,NorahHead,9.4,18.0,No,No
2012-08-20,NorahHead,8.0,16.6,No,No
2012-08-21,NorahHead,10.6,21.7,No,No
2012-08-22,NorahHead,11.6,22.4,No,No
2012-08-23,NorahHead,15.5,28.0,No,Yes
2012-08-24,NorahHead,12.7,19.6,Yes,No
2012-08-25,NorahHead,9.8,18.4,No,No
2012-08-26,NorahHead,7.5,18.2,No,No
2012-08-27,NorahHead,10.1,17.9,No,No
2012-08-28,NorahHead,9.6,19.9,No,No
2012-08-29,NorahHead,11.2,20.4,No,No
2012-08-30,NorahHead,13.9,23.5,No,No
2012-08-31,NorahHead,9.3,17.8,No,No
2012-09-01,NorahHead,6.8,15.4,No,Yes
2012-09-02,NorahHead,9.1,17.8,Yes,No
2012-09-03,NorahHead,9.8,21.0,No,No
2012-09-04,NorahHead,9.1,22.0,No,No
2012-09-05,NorahHead,11.1,25.6,No,No
2012-09-06,NorahHead,18.7,26.9,No,No
2012-09-07,NorahHead,13.7,23.9,No,No
2012-09-08,NorahHead,10.7,21.4,No,No
2012-09-09,NorahHead,10.2,19.4,No,No
2012-09-10,NorahHead,10.6,21.9,No,No
2012-09-11,NorahHead,12.5,18.3,No,No
2012-09-12,NorahHead,12.5,21.6,No,No
2012-09-13,NorahHead,13.9,26.6,No,Yes
2012-09-14,NorahHead,8.9,16.4,Yes,No
2012-09-15,NorahHead,9.2,18.2,No,No
2012-09-16,NorahHead,11.8,19.3,No,No
2012-09-17,NorahHead,12.8,17.9,No,Yes
2012-09-18,NorahHead,11.7,19.2,Yes,Yes
2012-09-19,NorahHead,12.4,19.7,Yes,No
2012-09-20,NorahHead,13.0,20.6,No,No
2012-09-21,NorahHead,14.8,22.7,No,No
2012-09-22,NorahHead,13.1,20.3,No,No
2012-09-23,NorahHead,13.0,21.5,No,No
2012-09-24,NorahHead,14.7,20.3,No,No
2012-09-25,NorahHead,12.7,19.2,No,No
2012-09-26,NorahHead,13.8,21.4,No,No
2012-09-28,NorahHead,17.0,29.2,,No
2012-09-29,NorahHead,18.0,25.2,No,No
2012-09-30,NorahHead,8.6,20.3,No,No
2012-10-01,NorahHead,11.8,19.1,No,No
2012-10-02,NorahHead,12.7,20.1,No,No
2012-10-03,NorahHead,10.5,25.5,No,No
2012-10-04,NorahHead,14.4,29.7,No,No
2012-10-05,NorahHead,17.1,34.4,No,No
2012-10-06,NorahHead,17.0,19.1,No,No
2012-10-07,NorahHead,13.5,17.8,No,No
2012-10-08,NorahHead,14.1,19.0,No,No
2012-10-09,NorahHead,13.4,18.7,No,Yes
2012-10-10,NorahHead,10.8,22.3,Yes,No
2012-10-11,NorahHead,13.9,16.5,No,No
2012-10-12,NorahHead,9.3,15.8,No,Yes
2012-10-13,NorahHead,8.5,18.8,Yes,Yes
2012-10-14,NorahHead,12.1,19.6,Yes,No
2012-10-15,NorahHead,10.6,24.1,No,No
2012-10-16,NorahHead,14.0,31.3,No,No
2012-10-17,NorahHead,19.4,21.2,No,No
2012-10-18,NorahHead,16.8,22.8,No,No
2012-10-19,NorahHead,15.2,26.9,No,No
2012-10-20,NorahHead,16.2,32.9,No,No
2012-10-21,NorahHead,14.8,25.9,No,No
2012-10-22,NorahHead,16.3,20.6,No,Yes
2012-10-23,NorahHead,13.6,20.0,Yes,No
2012-10-24,NorahHead,12.6,23.4,No,No
2012-10-25,NorahHead,12.9,24.7,No,No
2012-10-26,NorahHead,17.7,22.2,No,No
2012-10-27,NorahHead,14.1,20.1,No,No
2012-10-28,NorahHead,15.7,20.1,No,No
2012-10-29,NorahHead,13.3,24.0,No,No
2012-10-30,NorahHead,15.2,25.5,No,No
2012-10-31,NorahHead,15.2,26.6,No,No
2012-11-01,NorahHead,15.8,32.0,No,No
2012-11-02,NorahHead,16.4,19.1,No,No
2012-11-03,NorahHead,15.9,21.5,No,No
2012-11-04,NorahHead,16.2,25.4,No,No
2012-11-05,NorahHead,16.5,26.5,No,No
2012-11-06,NorahHead,17.9,22.5,No,No
2012-11-07,NorahHead,18.4,23.7,No,Yes
2012-11-08,NorahHead,17.9,26.1,Yes,Yes
2012-11-09,NorahHead,18.1,23.3,Yes,No
2012-11-10,NorahHead,17.1,19.9,No,No
2012-11-11,NorahHead,16.0,22.1,No,No
2012-11-12,NorahHead,13.2,23.9,No,No
2012-11-13,NorahHead,15.5,20.2,No,No
2012-11-14,NorahHead,17.5,21.4,No,No
2012-11-15,NorahHead,17.4,25.6,No,Yes
2012-11-16,NorahHead,17.7,17.8,Yes,Yes
2012-11-17,NorahHead,15.9,22.0,Yes,No
2012-11-18,NorahHead,17.2,24.8,No,No
2012-11-19,NorahHead,14.2,22.1,No,Yes
2012-11-20,NorahHead,14.9,21.5,Yes,No
2012-11-21,NorahHead,15.0,23.3,No,No
2012-11-22,NorahHead,17.2,19.6,No,No
2012-11-23,NorahHead,17.2,22.2,No,No
2012-11-24,NorahHead,18.9,25.7,No,No
2012-11-25,NorahHead,18.3,28.1,No,No
2012-11-26,NorahHead,19.5,25.2,No,Yes
2012-11-27,NorahHead,19.6,25.6,Yes,Yes
2012-11-28,NorahHead,18.4,24.2,Yes,Yes
2012-11-29,NorahHead,20.2,28.6,Yes,No
2012-11-30,NorahHead,20.4,26.5,No,No
2013-01-01,NorahHead,20.6,25.4,No,No
2013-01-02,NorahHead,20.5,24.3,No,No
2013-01-03,NorahHead,19.3,25.2,No,No
2013-01-04,NorahHead,20.3,27.9,No,No
2013-01-05,NorahHead,20.2,28.9,No,No
2013-01-06,NorahHead,20.0,28.5,No,No
2013-01-07,NorahHead,21.4,28.2,No,No
2013-01-08,NorahHead,20.5,40.4,No,No
2013-01-09,NorahHead,21.2,23.2,No,No
2013-01-10,NorahHead,20.2,25.5,No,No
2013-01-11,NorahHead,20.8,29.4,No,No
2013-01-12,NorahHead,21.4,34.8,No,No
2013-01-13,NorahHead,20.9,25.3,No,Yes
2013-01-14,NorahHead,17.9,21.7,Yes,No
2013-01-15,NorahHead,17.4,26.3,No,No
2013-01-16,NorahHead,18.0,27.3,No,No
2013-01-17,NorahHead,21.6,28.8,No,No
2013-01-18,NorahHead,21.6,44.0,No,Yes
2013-01-19,NorahHead,21.4,23.2,Yes,Yes
2013-01-20,NorahHead,19.1,24.3,Yes,Yes
2013-01-21,NorahHead,19.9,26.8,Yes,No
2013-01-22,NorahHead,20.4,29.1,No,No
2013-01-23,NorahHead,20.9,22.8,No,No
2013-01-24,NorahHead,20.9,24.9,No,No
2013-01-25,NorahHead,21.4,27.6,No,No
2013-01-26,NorahHead,22.9,30.0,No,Yes
2013-01-27,NorahHead,20.2,22.2,Yes,Yes
2013-01-28,NorahHead,20.1,22.2,Yes,Yes
2013-01-29,NorahHead,20.0,24.7,Yes,Yes
2013-01-30,NorahHead,19.7,22.9,Yes,No
2013-01-31,NorahHead,21.0,27.7,No,Yes
2013-03-01,NorahHead,17.6,19.9,Yes,Yes
2013-03-02,NorahHead,17.3,22.8,Yes,Yes
2013-03-03,NorahHead,18.0,24.5,Yes,No
2013-03-04,NorahHead,21.0,25.1,No,No
2013-03-05,NorahHead,21.9,27.2,No,No
2013-03-06,NorahHead,20.9,28.7,No,No
2013-03-07,NorahHead,19.0,28.2,No,No
2013-03-08,NorahHead,19.4,28.5,No,No
2013-03-09,NorahHead,20.8,27.2,No,No
2013-03-10,NorahHead,19.0,28.6,No,No
2013-03-11,NorahHead,20.2,26.7,No,No
2013-03-12,NorahHead,20.1,26.3,No,No
2013-03-13,NorahHead,19.0,27.4,No,No
2013-03-14,NorahHead,18.9,25.3,No,No
2013-03-15,NorahHead,20.5,22.9,No,Yes
2013-03-16,NorahHead,19.2,28.0,Yes,No
2013-03-17,NorahHead,19.6,21.1,No,No
2013-03-18,NorahHead,14.2,21.6,No,No
2013-03-19,NorahHead,15.4,24.1,No,No
2013-03-20,NorahHead,16.9,27.0,No,No
2013-03-21,NorahHead,17.9,25.1,No,No
2013-03-22,NorahHead,21.2,32.3,No,No
2013-03-23,NorahHead,22.8,27.4,No,No
2013-03-24,NorahHead,21.5,29.1,No,No
2013-03-25,NorahHead,20.4,24.4,No,No
2013-03-26,NorahHead,21.8,28.7,No,No
2013-03-27,NorahHead,20.5,28.6,No,No
2013-03-28,NorahHead,20.5,27.5,No,Yes
2013-03-29,NorahHead,17.4,21.2,Yes,No
2013-03-30,NorahHead,15.4,24.5,No,No
2013-03-31,NorahHead,17.8,23.7,No,Yes
2013-04-01,NorahHead,16.2,24.4,Yes,No
2013-04-02,NorahHead,16.7,23.9,No,Yes
2013-04-03,NorahHead,17.1,20.9,Yes,Yes
2013-04-04,NorahHead,16.0,21.5,Yes,Yes
2013-04-05,NorahHead,17.1,23.6,Yes,Yes
2013-04-06,NorahHead,16.2,22.4,Yes,No
2013-04-07,NorahHead,15.3,23.0,No,No
2013-04-08,NorahHead,15.7,23.9,No,No
2013-04-09,NorahHead,16.3,23.5,No,No
2013-04-10,NorahHead,15.7,23.3,No,No
2013-04-11,NorahHead,15.3,26.2,No,Yes
2013-04-12,NorahHead,17.7,26.3,Yes,No
2013-04-13,NorahHead,16.8,26.8,No,No
2013-04-14,NorahHead,16.2,26.4,No,No
2013-04-15,NorahHead,17.1,27.2,No,Yes
2013-04-16,NorahHead,17.0,20.8,Yes,Yes
2013-04-17,NorahHead,15.1,21.9,Yes,No
2013-04-18,NorahHead,15.8,23.8,No,No
2013-04-19,NorahHead,15.2,19.6,No,Yes
2013-04-20,NorahHead,13.5,19.2,Yes,Yes
2013-04-21,NorahHead,12.2,19.4,Yes,No
2013-04-22,NorahHead,14.0,24.4,No,No
2013-04-23,NorahHead,13.3,23.0,No,No
2013-04-24,NorahHead,13.4,21.6,No,No
2013-04-25,NorahHead,13.4,21.3,No,No
2013-04-26,NorahHead,13.6,25.0,No,No
2013-04-27,NorahHead,14.8,25.6,No,No
2013-04-28,NorahHead,15.2,27.7,No,No
2013-04-29,NorahHead,15.3,24.6,No,No
2013-04-30,NorahHead,18.4,21.0,No,No
2013-05-01,NorahHead,17.2,27.9,No,No
2013-05-02,NorahHead,15.7,18.3,No,No
2013-05-03,NorahHead,12.1,22.8,No,No
2013-05-04,NorahHead,14.1,23.8,No,No
2013-05-05,NorahHead,13.5,17.9,No,No
2013-05-06,NorahHead,11.8,18.7,No,Yes
2013-05-07,NorahHead,13.3,20.1,Yes,Yes
2013-05-08,NorahHead,14.5,21.1,Yes,No
2013-05-09,NorahHead,14.9,21.5,No,No
2013-05-10,NorahHead,14.0,21.0,No,Yes
2013-05-11,NorahHead,15.8,20.8,Yes,Yes
2013-05-12,NorahHead,15.1,22.9,Yes,No
2013-05-13,NorahHead,13.8,21.8,No,Yes
2013-05-14,NorahHead,13.8,18.6,Yes,Yes
2013-05-15,NorahHead,9.6,20.7,Yes,No
2013-05-16,NorahHead,13.5,21.4,No,No
2013-05-17,NorahHead,11.7,19.7,No,No
2013-05-18,NorahHead,10.2,17.9,No,No
2013-05-19,NorahHead,8.8,17.9,No,No
2013-05-20,NorahHead,8.9,18.3,No,No
2013-05-21,NorahHead,12.2,22.7,No,No
2013-05-22,NorahHead,11.5,17.2,No,Yes
2013-05-23,NorahHead,11.8,18.9,Yes,Yes
2013-05-24,NorahHead,14.5,19.8,Yes,No
2013-05-25,NorahHead,12.7,19.1,No,No
2013-05-26,NorahHead,10.2,20.2,No,No
2013-05-27,NorahHead,11.3,18.7,No,Yes
2013-05-28,NorahHead,13.2,19.5,Yes,No
2013-05-29,NorahHead,14.5,20.9,No,No
2013-05-30,NorahHead,11.7,22.1,No,No
2013-05-31,NorahHead,12.2,23.2,No,No
2013-06-01,NorahHead,14.1,21.4,No,Yes
2013-06-02,NorahHead,15.1,15.8,Yes,Yes
2013-06-03,NorahHead,11.9,17.1,Yes,No
2013-06-04,NorahHead,10.5,18.3,No,No
2013-06-05,NorahHead,13.3,19.5,No,No
2013-06-06,NorahHead,13.0,20.4,No,No
2013-06-07,NorahHead,16.4,22.3,No,Yes
2013-06-08,NorahHead,13.7,18.9,Yes,No
2013-06-09,NorahHead,13.0,19.3,No,No
2013-06-10,NorahHead,12.3,21.7,No,No
2013-06-11,NorahHead,12.4,21.4,No,No
2013-06-12,NorahHead,13.1,16.5,No,Yes
2013-06-13,NorahHead,12.8,19.3,Yes,No
2013-06-14,NorahHead,11.8,18.7,No,No
2013-06-15,NorahHead,12.7,17.7,No,No
2013-06-16,NorahHead,10.8,16.6,No,No
2013-06-17,NorahHead,8.6,16.4,No,No
2013-06-18,NorahHead,8.5,16.8,No,Yes
2013-06-19,NorahHead,9.7,14.9,Yes,Yes
2013-06-20,NorahHead,9.6,15.1,Yes,Yes
2013-06-21,NorahHead,9.6,15.7,Yes,Yes
2013-06-22,NorahHead,8.3,15.1,Yes,Yes
2013-06-23,NorahHead,9.9,15.9,Yes,Yes
2013-06-24,NorahHead,10.2,15.6,Yes,No
2013-06-25,NorahHead,8.3,17.7,No,No
2013-06-26,NorahHead,9.8,18.6,No,No
2013-06-27,NorahHead,16.3,19.2,No,Yes
2013-06-28,NorahHead,12.9,17.3,Yes,Yes
2013-06-29,NorahHead,13.4,15.9,Yes,Yes
2013-06-30,NorahHead,12.3,16.4,Yes,No
2012-07-01,NorfolkIsland,17.3,18.9,Yes,No
2012-07-02,NorfolkIsland,15.9,19.3,No,Yes
2012-07-03,NorfolkIsland,15.2,18.8,Yes,No
2012-07-04,NorfolkIsland,15.2,19.4,No,Yes
2012-07-05,NorfolkIsland,16.1,19.2,Yes,No
2012-07-06,NorfolkIsland,15.4,18.5,No,Yes
2012-07-07,NorfolkIsland,13.0,17.3,Yes,No
2012-07-08,NorfolkIsland,12.8,18.1,No,No
2012-07-09,NorfolkIsland,12.7,17.3,No,No
2012-07-10,NorfolkIsland,11.4,17.7,No,No
2012-07-11,NorfolkIsland,12.8,18.0,No,No
2012-07-12,NorfolkIsland,14.4,18.7,No,Yes
2012-07-13,NorfolkIsland,14.1,19.6,Yes,No
2012-07-14,NorfolkIsland,16.8,19.9,No,Yes
2012-07-15,NorfolkIsland,17.4,18.7,Yes,Yes
2012-07-16,NorfolkIsland,14.8,17.0,Yes,No
2012-07-17,NorfolkIsland,14.9,18.0,No,No
2012-07-18,NorfolkIsland,13.5,18.5,No,Yes
2012-07-19,NorfolkIsland,13.9,18.1,Yes,Yes
2012-07-20,NorfolkIsland,14.7,18.3,Yes,Yes
2012-07-21,NorfolkIsland,15.7,20.6,Yes,Yes
2012-07-22,NorfolkIsland,15.0,19.1,Yes,Yes
2012-07-23,NorfolkIsland,14.2,19.3,Yes,No
2012-07-24,NorfolkIsland,15.9,18.9,No,Yes
2012-07-25,NorfolkIsland,15.3,18.3,Yes,Yes
2012-07-26,NorfolkIsland,14.0,17.7,Yes,No
2012-07-27,NorfolkIsland,13.5,17.7,No,No
2012-07-28,NorfolkIsland,12.2,19.4,No,Yes
2012-07-29,NorfolkIsland,14.7,18.4,Yes,Yes
2012-07-30,NorfolkIsland,14.0,18.0,Yes,Yes
2012-07-31,NorfolkIsland,13.3,16.9,Yes,No
2012-08-01,NorfolkIsland,12.9,17.5,No,No
2012-08-02,NorfolkIsland,12.2,18.2,No,No
2012-08-03,NorfolkIsland,13.1,18.6,No,No
2012-08-04,NorfolkIsland,13.1,18.2,No,No
2012-08-05,NorfolkIsland,14.2,18.5,No,Yes
2012-08-06,NorfolkIsland,12.8,18.8,Yes,Yes
2012-08-07,NorfolkIsland,13.1,18.9,Yes,No
2012-08-08,NorfolkIsland,13.1,18.4,No,Yes
2012-08-09,NorfolkIsland,12.6,17.7,Yes,No
2012-08-10,NorfolkIsland,11.6,19.1,No,Yes
2012-08-11,NorfolkIsland,13.8,18.8,Yes,Yes
2012-08-12,NorfolkIsland,13.1,19.4,Yes,No
2012-08-13,NorfolkIsland,15.5,18.4,No,No
2012-08-14,NorfolkIsland,12.6,17.6,No,No
2012-08-15,NorfolkIsland,13.3,17.8,No,No
2012-08-16,NorfolkIsland,12.6,19.0,No,Yes
2012-08-17,NorfolkIsland,13.3,19.3,Yes,No
2012-08-18,NorfolkIsland,13.5,19.8,No,No
2012-08-19,NorfolkIsland,13.6,20.5,No,No
2012-08-20,NorfolkIsland,15.4,19.0,No,No
2012-08-21,NorfolkIsland,13.5,18.6,No,No
2012-08-22,NorfolkIsland,13.9,18.0,No,Yes
2012-08-23,NorfolkIsland,12.0,18.1,Yes,No
2012-08-24,NorfolkIsland,11.6,18.8,No,No
2012-08-25,NorfolkIsland,13.7,18.7,No,No
2012-08-26,NorfolkIsland,12.7,19.4,No,Yes
2012-08-27,NorfolkIsland,16.0,19.6,Yes,Yes
2012-08-28,NorfolkIsland,13.5,18.4,Yes,Yes
2012-08-29,NorfolkIsland,13.4,17.5,Yes,No
2012-08-30,NorfolkIsland,13.4,18.5,No,No
2012-08-31,NorfolkIsland,13.0,18.2,No,No
2012-09-01,NorfolkIsland,12.9,19.7,No,Yes
2012-09-02,NorfolkIsland,15.5,18.8,Yes,Yes
2012-09-03,NorfolkIsland,13.6,18.2,Yes,No
2012-09-04,NorfolkIsland,13.5,18.9,No,No
2012-09-05,NorfolkIsland,14.4,18.7,No,No
2012-09-06,NorfolkIsland,12.1,18.5,No,No
2012-09-07,NorfolkIsland,14.2,19.2,No,No
2012-09-08,NorfolkIsland,15.6,20.4,No,Yes
2012-09-09,NorfolkIsland,14.5,19.8,Yes,No
2012-09-10,NorfolkIsland,14.7,18.9,No,No
2012-09-11,NorfolkIsland,14.1,18.0,No,No
2012-09-12,NorfolkIsland,14.1,18.0,No,No
2012-09-13,NorfolkIsland,12.5,18.0,No,No
2012-09-14,NorfolkIsland,13.4,19.2,No,Yes
2012-09-15,NorfolkIsland,15.2,19.0,Yes,No
2012-09-16,NorfolkIsland,12.5,18.6,No,No
2012-09-17,NorfolkIsland,12.9,18.1,No,No
2012-09-18,NorfolkIsland,13.0,17.3,No,No
2012-09-19,NorfolkIsland,13.4,18.5,No,No
2012-09-20,NorfolkIsland,13.4,19.0,No,No
2012-09-21,NorfolkIsland,13.4,19.7,No,No
2012-09-22,NorfolkIsland,14.9,20.1,No,Yes
2012-09-23,NorfolkIsland,15.8,20.3,Yes,Yes
2012-09-24,NorfolkIsland,16.1,18.9,Yes,Yes
2012-09-25,NorfolkIsland,15.6,20.0,Yes,No
2012-09-26,NorfolkIsland,16.3,19.5,No,No
2012-09-27,NorfolkIsland,15.1,17.9,No,Yes
2012-09-28,NorfolkIsland,13.5,18.4,Yes,No
2012-09-29,NorfolkIsland,13.7,18.9,No,No
2012-09-30,NorfolkIsland,12.1,19.2,No,Yes
2012-10-01,NorfolkIsland,16.1,19.4,Yes,Yes
2012-10-02,NorfolkIsland,14.3,18.7,Yes,Yes
2012-10-03,NorfolkIsland,13.3,18.7,Yes,No
2012-10-04,NorfolkIsland,15.0,19.5,No,No
2012-10-05,NorfolkIsland,15.9,20.2,No,No
2012-10-06,NorfolkIsland,16.0,20.3,No,No
2012-10-07,NorfolkIsland,16.0,21.0,No,No
2012-10-08,NorfolkIsland,16.4,21.3,No,Yes
2012-10-09,NorfolkIsland,16.0,22.2,Yes,No
2012-10-10,NorfolkIsland,16.9,21.8,No,No
2012-10-11,NorfolkIsland,14.3,20.3,No,No
2012-10-12,NorfolkIsland,15.8,21.4,No,Yes
2012-10-13,NorfolkIsland,17.5,20.6,Yes,No
2012-10-14,NorfolkIsland,15.6,19.3,No,No
2012-10-15,NorfolkIsland,13.6,19.0,No,No
2012-10-16,NorfolkIsland,13.5,18.7,No,No
2012-10-17,NorfolkIsland,12.5,18.2,No,No
2012-10-18,NorfolkIsland,13.0,20.6,No,No
2012-10-19,NorfolkIsland,14.9,19.1,No,No
2012-10-20,NorfolkIsland,12.3,19.7,No,No
2012-10-21,NorfolkIsland,14.4,21.3,No,No
2012-10-22,NorfolkIsland,17.2,21.5,No,No
2012-10-23,NorfolkIsland,17.6,22.6,No,Yes
2012-10-24,NorfolkIsland,16.8,21.7,Yes,Yes
2012-10-25,NorfolkIsland,15.9,19.3,Yes,No
2012-10-26,NorfolkIsland,15.6,19.3,No,No
2012-10-27,NorfolkIsland,13.6,20.6,No,No
2012-10-28,NorfolkIsland,15.5,21.5,No,No
2012-10-29,NorfolkIsland,15.4,19.4,No,Yes
2012-10-30,NorfolkIsland,14.2,19.3,Yes,No
2012-10-31,NorfolkIsland,15.9,20.2,No,No
2012-11-01,NorfolkIsland,14.5,20.2,No,Yes
2012-11-02,NorfolkIsland,14.0,21.9,Yes,Yes
2012-11-03,NorfolkIsland,17.2,21.0,Yes,No
2012-11-04,NorfolkIsland,15.7,19.6,No,No
2012-11-05,NorfolkIsland,14.3,20.1,No,No
2012-11-06,NorfolkIsland,14.7,18.7,No,Yes
2012-11-07,NorfolkIsland,14.8,19.5,Yes,Yes
2012-11-08,NorfolkIsland,14.3,20.2,Yes,No
2012-11-09,NorfolkIsland,14.7,20.2,No,No
2012-11-10,NorfolkIsland,13.3,20.4,No,No
2012-11-11,NorfolkIsland,13.1,20.3,No,Yes
2012-11-12,NorfolkIsland,13.4,19.3,Yes,No
2012-11-13,NorfolkIsland,13.9,19.7,No,No
2012-11-14,NorfolkIsland,12.8,20.4,No,No
2012-11-15,NorfolkIsland,15.7,21.3,No,No
2012-11-16,NorfolkIsland,16.3,22.3,No,No
2012-11-17,NorfolkIsland,17.5,23.3,No,No
2012-11-18,NorfolkIsland,17.9,22.8,No,Yes
2012-11-19,NorfolkIsland,18.5,22.5,Yes,Yes
2012-11-20,NorfolkIsland,18.5,24.1,Yes,No
2012-11-21,NorfolkIsland,17.6,23.3,No,No
2012-11-22,NorfolkIsland,17.1,21.7,No,No
2012-11-23,NorfolkIsland,17.2,21.5,No,No
2012-11-24,NorfolkIsland,16.5,21.7,No,No
2012-11-25,NorfolkIsland,15.8,21.1,No,No
2012-11-26,NorfolkIsland,16.7,21.9,No,No
2012-11-27,NorfolkIsland,17.1,21.4,No,No
2012-11-28,NorfolkIsland,15.5,22.6,No,No
2012-11-29,NorfolkIsland,15.2,23.4,No,No
2012-11-30,NorfolkIsland,18.3,23.2,No,No
2013-01-01,NorfolkIsland,20.2,23.9,No,No
2013-01-02,NorfolkIsland,20.6,25.3,No,No
2013-01-03,NorfolkIsland,21.2,26.2,No,Yes
2013-01-04,NorfolkIsland,20.2,22.4,Yes,No
2013-01-05,NorfolkIsland,18.5,22.6,No,No
2013-01-06,NorfolkIsland,18.3,23.0,No,No
2013-01-07,NorfolkIsland,19.6,23.9,No,No
2013-01-08,NorfolkIsland,17.4,22.9,No,No
2013-01-09,NorfolkIsland,18.1,24.7,No,No
2013-01-10,NorfolkIsland,20.0,26.0,No,No
2013-01-11,NorfolkIsland,19.8,24.7,No,No
2013-01-12,NorfolkIsland,18.0,24.3,No,No
2013-01-13,NorfolkIsland,17.6,24.8,No,No
2013-01-14,NorfolkIsland,18.5,26.1,No,Yes
2013-01-15,NorfolkIsland,19.8,24.2,Yes,No
2013-01-16,NorfolkIsland,18.5,23.6,No,No
2013-01-17,NorfolkIsland,17.3,23.8,No,No
2013-01-18,NorfolkIsland,16.8,24.0,No,No
2013-01-19,NorfolkIsland,18.4,24.7,No,No
2013-01-20,NorfolkIsland,18.2,24.3,No,No
2013-01-21,NorfolkIsland,18.4,24.6,No,Yes
2013-01-22,NorfolkIsland,20.1,25.2,Yes,Yes
2013-01-23,NorfolkIsland,20.2,26.4,Yes,No
2013-01-24,NorfolkIsland,20.9,25.8,No,No
2013-01-25,NorfolkIsland,21.5,25.2,No,No
2013-01-26,NorfolkIsland,20.2,25.8,No,No
2013-01-27,NorfolkIsland,20.4,25.6,No,Yes
2013-01-28,NorfolkIsland,18.8,24.7,Yes,No
2013-01-29,NorfolkIsland,19.6,24.9,No,No
2013-01-30,NorfolkIsland,19.0,25.1,No,No
2013-01-31,NorfolkIsland,20.6,24.9,No,No
2013-03-01,NorfolkIsland,18.5,24.7,No,No
2013-03-02,NorfolkIsland,17.0,25.1,No,No
2013-03-03,NorfolkIsland,17.6,24.0,No,No
2013-03-04,NorfolkIsland,18.0,24.7,No,No
2013-03-05,NorfolkIsland,18.3,24.7,No,No
2013-03-06,NorfolkIsland,18.4,24.2,No,No
2013-03-07,NorfolkIsland,19.6,24.7,No,No
2013-03-08,NorfolkIsland,18.2,24.2,No,No
2013-03-09,NorfolkIsland,19.6,24.7,No,No
2013-03-10,NorfolkIsland,19.5,24.5,No,No
2013-03-11,NorfolkIsland,19.9,24.6,No,No
2013-03-12,NorfolkIsland,19.5,24.0,No,Yes
2013-03-13,NorfolkIsland,20.3,23.8,Yes,Yes
2013-03-14,NorfolkIsland,20.8,23.2,Yes,No
2013-03-15,NorfolkIsland,21.8,26.2,No,No
2013-03-16,NorfolkIsland,21.6,26.4,No,No
2013-03-17,NorfolkIsland,21.7,25.3,No,No
2013-03-18,NorfolkIsland,21.7,25.8,No,No
2013-03-19,NorfolkIsland,19.9,24.6,No,No
2013-03-20,NorfolkIsland,19.1,23.7,No,No
2013-03-21,NorfolkIsland,18.7,24.2,No,No
2013-03-22,NorfolkIsland,19.0,24.9,No,Yes
2013-03-23,NorfolkIsland,19.6,24.9,Yes,Yes
2013-03-24,NorfolkIsland,20.0,24.9,Yes,No
2013-03-25,NorfolkIsland,18.8,24.5,No,No
2013-03-26,NorfolkIsland,17.1,24.4,No,No
2013-03-27,NorfolkIsland,17.7,24.8,No,Yes
2013-03-28,NorfolkIsland,17.5,22.3,Yes,Yes
2013-03-29,NorfolkIsland,17.5,23.9,Yes,Yes
2013-03-30,NorfolkIsland,19.2,24.2,Yes,Yes
2013-03-31,NorfolkIsland,18.6,24.1,Yes,No
2013-04-01,NorfolkIsland,17.5,24.3,No,No
2013-04-02,NorfolkIsland,18.4,24.9,No,Yes
2013-04-03,NorfolkIsland,20.1,23.5,Yes,Yes
2013-04-04,NorfolkIsland,18.5,23.6,Yes,Yes
2013-04-05,NorfolkIsland,16.6,22.2,Yes,No
2013-04-06,NorfolkIsland,16.5,21.9,No,No
2013-04-07,NorfolkIsland,17.8,21.7,No,No
2013-04-08,NorfolkIsland,18.3,21.7,No,No
2013-04-09,NorfolkIsland,18.1,22.3,No,No
2013-04-10,NorfolkIsland,17.9,22.6,No,Yes
2013-04-11,NorfolkIsland,17.3,21.5,Yes,No
2013-04-12,NorfolkIsland,19.5,23.3,No,No
2013-04-13,NorfolkIsland,19.2,21.5,No,Yes
2013-04-14,NorfolkIsland,16.9,22.9,Yes,Yes
2013-04-15,NorfolkIsland,17.9,23.1,Yes,No
2013-04-16,NorfolkIsland,19.1,23.4,No,No
2013-04-17,NorfolkIsland,17.4,22.4,No,No
2013-04-18,NorfolkIsland,17.1,23.4,No,No
2013-04-19,NorfolkIsland,18.2,23.6,No,No
2013-04-20,NorfolkIsland,19.3,23.7,No,No
